"year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source","Region"
18,0.360512712888645,0.0285506897682517,0.304901559967608,0.417795450885689,1.00159963456934,2100,2020,"MM.p.w","Africa"
19,0.399320276118785,0.0304640707142842,0.33960523969856,0.459811428620422,1.00226310250284,1300,2021,"MM.p.w","Africa"
20,0.345995884626434,0.0278528915151262,0.292616701182489,0.402086748510607,1.00123126497722,3500,2022,"MM.p.w","Africa"
21,0.388034606172785,0.0281450819071445,0.332695733898304,0.443125872877378,1.00100715582985,4500,2023,"MM.p.w","Africa"
1,0.378627968337731,NA,NA,NA,NA,NA,2003,"Observed","Africa"
2,0.490438695163105,NA,NA,NA,NA,NA,2004,"Observed","Africa"
3,0.370619946091644,NA,NA,NA,NA,NA,2005,"Observed","Africa"
4,0.343878954607978,NA,NA,NA,NA,NA,2006,"Observed","Africa"
5,0.49375,NA,NA,NA,NA,NA,2007,"Observed","Africa"
6,0.508844953173777,NA,NA,NA,NA,NA,2008,"Observed","Africa"
7,0.339506172839506,NA,NA,NA,NA,NA,2009,"Observed","Africa"
8,0.569143932267168,NA,NA,NA,NA,NA,2010,"Observed","Africa"
9,0.694903581267218,NA,NA,NA,NA,NA,2011,"Observed","Africa"
10,0.557446808510638,NA,NA,NA,NA,NA,2012,"Observed","Africa"
11,0.528405201916496,NA,NA,NA,NA,NA,2013,"Observed","Africa"
12,0.540055248618785,NA,NA,NA,NA,NA,2014,"Observed","Africa"
13,0.540092776673294,NA,NA,NA,NA,NA,2015,"Observed","Africa"
14,0.484722222222222,NA,NA,NA,NA,NA,2016,"Observed","Africa"
15,0.414414414414414,NA,NA,NA,NA,NA,2017,"Observed","Africa"
16,0.430067314884069,NA,NA,NA,NA,NA,2018,"Observed","Africa"
17,0.264550264550265,NA,NA,NA,NA,NA,2019,"Observed","Africa"
18,0.17849141150112,NA,NA,NA,NA,NA,2020,"Observed","Africa"
19,0.198042168674699,NA,NA,NA,NA,NA,2021,"Observed","Africa"
20,0.169923995656895,NA,NA,NA,NA,NA,2022,"Observed","Africa"
21,0.164057971014493,NA,NA,NA,NA,NA,2023,"Observed","Africa"
1,0.414081322730876,0.0829910170124703,0.257922168650006,0.579738895869743,1.00396065298323,610,2003,"anti-logit Year eff","Africa"
2,0.423975873505874,0.080392287312197,0.270314130622038,0.58149816472109,1.00135700480748,2900,2004,"anti-logit Year eff","Africa"
3,0.375513784832572,0.0790163492559336,0.228854839418246,0.541146548395666,1.00078293194498,4500,2005,"anti-logit Year eff","Africa"
4,0.415714721323141,0.0894540289239215,0.246202522868175,0.590318936660716,1.00139170113469,2800,2006,"anti-logit Year eff","Africa"
5,0.452581513776316,0.0888977563017558,0.278894517761091,0.62424447613727,1.00109821168179,4500,2007,"anti-logit Year eff","Africa"
6,0.586853946574594,0.0837090911745032,0.416368873787907,0.743959474498793,1.00083668489797,4500,2008,"anti-logit Year eff","Africa"
7,0.560480528351176,0.081131213343485,0.399451859132194,0.71115248398093,1.00141156665046,2700,2009,"anti-logit Year eff","Africa"
8,0.543326012457806,0.0827282328154361,0.380143593669439,0.69854701351569,1.00274344032036,960,2010,"anti-logit Year eff","Africa"
9,0.773710163330485,0.0567111878043659,0.646617499013821,0.868227309549805,1.00155755017169,2200,2011,"anti-logit Year eff","Africa"
10,0.741824388338084,0.0617416198389023,0.606182320923644,0.846549772987909,1.00160938881142,2100,2012,"anti-logit Year eff","Africa"
11,0.658029711916026,0.0711251648761405,0.510120032384666,0.788476698298904,1.00070136267305,4500,2013,"anti-logit Year eff","Africa"
12,0.741719222296989,0.062538822915313,0.608578205167335,0.847811917459574,1.00083497067379,4500,2014,"anti-logit Year eff","Africa"
13,0.717008496309133,0.064897889630591,0.578900295634481,0.832184489603386,1.00103923280271,4500,2015,"anti-logit Year eff","Africa"
14,0.69796867054956,0.0697227953515435,0.549270476175737,0.818743511303101,1.00090012579221,4500,2016,"anti-logit Year eff","Africa"
15,0.620360173397173,0.0764877244402123,0.464990705026296,0.760398011376734,1.00106068513048,4500,2017,"anti-logit Year eff","Africa"
16,0.564508259192232,0.0753834699920074,0.413378914834916,0.704982873486128,1.00082333893289,4500,2018,"anti-logit Year eff","Africa"
17,0.37836205461027,0.0732743489483948,0.241614698554928,0.53192386241132,1.00093536294904,4500,2019,"anti-logit Year eff","Africa"
18,0.279920351262164,0.0657275113625792,0.165782792847451,0.420835879315035,1.0008651233562,4500,2020,"anti-logit Year eff","Africa"
19,0.330163089683298,0.0734222549198401,0.197061301745733,0.482980162618335,1.00190189090214,1600,2021,"anti-logit Year eff","Africa"
20,0.268368640265233,0.0638989244769156,0.156441507432133,0.405992642384075,1.0012647370803,3300,2022,"anti-logit Year eff","Africa"
21,0.313094823670479,0.0695564359542111,0.191136374686395,0.459635812786697,1.0014768769384,2500,2023,"anti-logit Year eff","Africa"
1,0.569553466403728,0.0519581008663683,0.467967511020348,0.672006229189466,1.00147593794854,2500,2003,"MM.p.uw","Central Africa"
2,0.590451700958136,0.0487897174344167,0.49732122501491,0.685622727955289,1.00156208670538,2200,2004,"MM.p.uw","Central Africa"
3,0.496300114557886,0.059416916641577,0.377294158097886,0.610790948745259,1.00163168081166,2400,2005,"MM.p.uw","Central Africa"
4,0.436914614757616,0.0723941257471063,0.292445955598574,0.572150143431929,1.00174567864395,1900,2006,"MM.p.uw","Central Africa"
5,0.584622810339573,0.0657003741036154,0.453602745511503,0.711146105532366,1.00070625667834,4500,2007,"MM.p.uw","Central Africa"
6,0.680550426595609,0.0400489279786025,0.595951097224031,0.757593274715248,1.00086192474062,4500,2008,"MM.p.uw","Central Africa"
7,0.68927527798106,0.0501611738042406,0.589190375022888,0.786379293433474,1.0030845645894,840,2009,"MM.p.uw","Central Africa"
8,0.680474668402985,0.0428483428084234,0.594615397956963,0.761764247661918,1.00078223657035,4500,2010,"MM.p.uw","Central Africa"
9,0.777704662205162,0.0311189090872648,0.713517442972363,0.833817864153672,1.00078064604078,4500,2011,"MM.p.uw","Central Africa"
10,0.807838748320053,0.0313624640061678,0.738384185068848,0.862263602021955,1.00435586795099,540,2012,"MM.p.uw","Central Africa"
11,0.751170392465215,0.0452030090582427,0.655771076577958,0.831191519182707,1.00172824619681,1900,2013,"MM.p.uw","Central Africa"
12,0.821334247738455,0.0349314405600287,0.741241916985456,0.878055623082446,1.00140805919692,2700,2014,"MM.p.uw","Central Africa"
13,0.811907509615749,0.0493600056068029,0.701921433505555,0.892261956554889,1.00121841324292,3600,2015,"MM.p.uw","Central Africa"
14,0.770438553392595,0.0561070296245784,0.643825707427169,0.859639598733309,1.00095111786615,4500,2016,"MM.p.uw","Central Africa"
15,0.705685043929758,0.0579031303052617,0.583932120430216,0.806533844711352,1.00180025544705,1800,2017,"MM.p.uw","Central Africa"
16,0.792301336386519,0.0498695430591502,0.680913753827206,0.872421752184762,1.0017968447844,2100,2018,"MM.p.uw","Central Africa"
17,0.712218156783882,0.0680940545051073,0.569201903011597,0.831177361371043,1.00132072231185,3100,2019,"MM.p.uw","Central Africa"
18,0.469518141535342,0.0723206147480375,0.329624687690833,0.60744394939551,1.00079400383257,4500,2020,"MM.p.uw","Central Africa"
19,0.604519232008145,0.0698223676133522,0.458547260548869,0.729020712569762,1.00069502197698,4500,2021,"MM.p.uw","Central Africa"
20,0.544675522603897,0.064112244419322,0.415571409918118,0.663465988112385,1.00094272269304,4500,2022,"MM.p.uw","Central Africa"
21,0.577293627296996,0.0709950381951283,0.430999916016201,0.708954186006191,1.00103862896428,4500,2023,"MM.p.uw","Central Africa"
1,0.355799742043514,0.0486473367264342,0.26262090268684,0.453800602940671,1.00134344653814,3000,2003,"MM.p.uw","Eastern Africa"
2,0.430232749775942,0.0447151234976055,0.345843193881486,0.516718902135271,1.00094964732998,4500,2004,"MM.p.uw","Eastern Africa"
3,0.35229920549991,0.0464779391092864,0.262153271350799,0.445477310685659,1.00210482361281,1400,2005,"MM.p.uw","Eastern Africa"
4,0.514248418805332,0.0440136965170879,0.42428033299764,0.599067638355871,1.00173787931367,1900,2006,"MM.p.uw","Eastern Africa"
5,0.379903395228283,0.0478082364814406,0.285403007604432,0.471893838462239,1.00072921185956,4500,2007,"MM.p.uw","Eastern Africa"
6,0.460763741574771,0.0449069843805297,0.372291003369809,0.549037298946617,1.00190670232837,1700,2008,"MM.p.uw","Eastern Africa"
7,0.40751913910559,0.0413444256077392,0.325879493925824,0.491264568457596,1.00092945460035,4500,2009,"MM.p.uw","Eastern Africa"
8,0.558540785250736,0.0356994481254629,0.486645765934739,0.625698497018651,1.00302515217671,850,2010,"MM.p.uw","Eastern Africa"
9,0.710441231835506,0.0262543819167507,0.656294850735787,0.760402420574591,1.00109572385506,4500,2011,"MM.p.uw","Eastern Africa"
10,0.588556185860175,0.0249858769949116,0.540107399212143,0.637664297032908,1.00184710862633,1700,2012,"MM.p.uw","Eastern Africa"
11,0.604370820552483,0.030555779716549,0.543970884144488,0.663949720694878,1.0008512823068,4500,2013,"MM.p.uw","Eastern Africa"
12,0.563682025947538,0.0350853457090222,0.494415704790708,0.632376167268342,1.00829576545651,260,2014,"MM.p.uw","Eastern Africa"
13,0.540526422681366,0.0352417191457782,0.471140517892084,0.609307893457674,1.00072690866257,4500,2015,"MM.p.uw","Eastern Africa"
14,0.43087532659064,0.0381204339350732,0.356469313171291,0.508839481683112,1.00175573276555,1800,2016,"MM.p.uw","Eastern Africa"
15,0.372062390117705,0.036852742365108,0.301577674027991,0.443842025139183,1.00075863646903,4500,2017,"MM.p.uw","Eastern Africa"
16,0.434932704549225,0.0317672425998505,0.373558133291882,0.497199704366595,1.00311908141615,820,2018,"MM.p.uw","Eastern Africa"
17,0.293883723816366,0.0338816712237576,0.228411263394208,0.361646375108626,1.00252267312787,1100,2019,"MM.p.uw","Eastern Africa"
18,0.297269671288222,0.0416301044150739,0.218825289497803,0.381736201826019,1.00126249969382,3400,2020,"MM.p.uw","Eastern Africa"
19,0.292179456659372,0.0441205199192323,0.208401613524586,0.382080251699721,1.00110222054319,4500,2021,"MM.p.uw","Eastern Africa"
20,0.278318956435813,0.0340870699113341,0.213852050709585,0.347865781829456,1.00143803027487,2600,2022,"MM.p.uw","Eastern Africa"
21,0.270123843661781,0.0310420413906493,0.210711954053324,0.332384059919182,1.00103522325115,4500,2023,"MM.p.uw","Eastern Africa"
1,0.404200892859287,0.0788577062897219,0.2483059809185,0.555527383178259,1.00366135584754,670,2003,"MM.p.uw","Southern Africa"
2,0.400036559186341,0.0696012280810295,0.264062628274621,0.536338945754054,1.00131370847042,3100,2004,"MM.p.uw","Southern Africa"
3,0.534619400109028,0.0675028186577938,0.395144982060921,0.660714823643458,1.00080644949864,4500,2005,"MM.p.uw","Southern Africa"
4,0.370395866576838,0.0779984095425417,0.22327926923158,0.524981285585835,1.00090336970629,4500,2006,"MM.p.uw","Southern Africa"
5,0.388488966707238,0.0669595949511056,0.253590667197419,0.515218739663305,1.00112515573592,4300,2007,"MM.p.uw","Southern Africa"
6,0.43857521661041,0.0675310367727034,0.302146050652147,0.567733602132719,1.00367419666208,690,2008,"MM.p.uw","Southern Africa"
7,0.411178995434253,0.0609658361560312,0.29254056000257,0.53051852622308,1.00562750929445,410,2009,"MM.p.uw","Southern Africa"
8,0.489965492140405,0.0570921520347423,0.373039259400724,0.59854608283967,1.00114369959432,4200,2010,"MM.p.uw","Southern Africa"
9,0.601506271889373,0.0495221208159259,0.498610225441153,0.693176697228906,1.00446365007563,530,2011,"MM.p.uw","Southern Africa"
10,0.532479143809818,0.0533301020929279,0.424556396186323,0.630627706507258,1.00122205395606,3600,2012,"MM.p.uw","Southern Africa"
11,0.472177729985381,0.0531704616031094,0.3645538435106,0.576151483697197,1.00354106286922,700,2013,"MM.p.uw","Southern Africa"
12,0.506362217765831,0.0525506924634678,0.399014763635253,0.606731370999854,1.00222853327948,1300,2014,"MM.p.uw","Southern Africa"
13,0.55362466511901,0.0455146559504576,0.457587431389452,0.637144270632421,1.00115401280326,4100,2015,"MM.p.uw","Southern Africa"
14,0.545263052007744,0.0422789414983775,0.457528251849958,0.623933485476589,1.00468542131399,500,2016,"MM.p.uw","Southern Africa"
15,0.524835960659643,0.0473052555271395,0.426389199786057,0.611997209672947,1.00107779983416,4500,2017,"MM.p.uw","Southern Africa"
16,0.398660232461779,0.0280228457113138,0.342445065673298,0.454680506362449,1.00153570973681,2300,2018,"MM.p.uw","Southern Africa"
17,0.323595482782155,0.0296501462087978,0.264620085309992,0.382314306612199,1.00223909284128,1300,2019,"MM.p.uw","Southern Africa"
18,0.259869854325827,0.0267464324907709,0.208912055739935,0.313597502575891,1.00250997589055,1100,2020,"MM.p.uw","Southern Africa"
19,0.25556891976769,0.0330164282740284,0.192841630020572,0.321050808862053,1.00164680654343,2000,2021,"MM.p.uw","Southern Africa"
20,0.205936909692054,0.0275564592377444,0.153650596390877,0.259475393092001,1.00246557568247,1100,2022,"MM.p.uw","Southern Africa"
21,0.243725761109531,0.0298659525026822,0.186697721116791,0.30289135285626,1.00212046341449,1400,2023,"MM.p.uw","Southern Africa"
1,0.419900020122972,0.102045451094384,0.231424620339204,0.621929880472979,1.00152570489853,2300,2003,"MM.p.uw","West Africa"
2,0.495216526526454,0.0886617776501012,0.327043029608149,0.67223811094957,1.00111061272076,4500,2004,"MM.p.uw","West Africa"
3,0.355678824761044,0.120873319837335,0.147812748773075,0.609708939220333,1.00113578915159,4300,2005,"MM.p.uw","West Africa"
4,0.35230626995175,0.196578085717482,0.0502603561311565,0.76714622466434,1.00084532907309,4500,2006,"MM.p.uw","West Africa"
5,0.609826556640887,0.146681474738028,0.316151003436744,0.87234962810048,1.00178394833277,1800,2007,"MM.p.uw","West Africa"
6,0.758009332608973,0.0991621259470604,0.545274439489429,0.917386681879485,1.01045717188369,210,2008,"MM.p.uw","West Africa"
7,0.758479146195011,0.0785804731986013,0.590760557408114,0.891535269439979,1.00081045215885,4500,2009,"MM.p.uw","West Africa"
8,0.30191530851578,0.101970121975381,0.126099151290738,0.516303108693655,1.00526547953285,440,2010,"MM.p.uw","West Africa"
9,0.655326727943114,0.100120393424897,0.450410966197442,0.832108797989675,1.00086539980025,4500,2011,"MM.p.uw","West Africa"
10,0.797423635824634,0.0889418732903796,0.594092748412731,0.933643999092265,1.00114876826399,4100,2012,"MM.p.uw","West Africa"
11,0.644885980948494,0.0779386493079824,0.483646528866119,0.78628499563432,1.00086272365103,4500,2013,"MM.p.uw","West Africa"
12,0.695021625126138,0.0814764305210718,0.52670524157489,0.841737552164077,1.00346932225132,720,2014,"MM.p.uw","West Africa"
13,0.668576820492521,0.0848006066892827,0.493811632419366,0.82118937832186,1.00119579147203,3800,2015,"MM.p.uw","West Africa"
14,0.842629234986731,0.0740722125444994,0.656899432736485,0.938490570048229,1.00134611383245,3500,2016,"MM.p.uw","West Africa"
15,0.777832903306475,0.0783133202322807,0.600699484043109,0.906645319029028,1.00126951005155,3300,2017,"MM.p.uw","West Africa"
16,0.574916860032168,0.110765137997666,0.353795018874455,0.783386066365155,1.00162962041417,2100,2018,"MM.p.uw","West Africa"
17,0.492619968232874,0.108458020375533,0.286396139501572,0.70240872915977,1.00125528508023,3400,2019,"MM.p.uw","West Africa"
18,0.523434209134258,0.132827759900272,0.265965558301287,0.772555275712038,1.00182599439613,2000,2020,"MM.p.uw","West Africa"
19,0.701484413942399,0.120988570454082,0.441026473430751,0.899721637739931,1.00096709071259,4500,2021,"MM.p.uw","West Africa"
20,0.42962486287078,0.168986300470241,0.1353413512931,0.761409954009343,1.00155219837581,2300,2022,"MM.p.uw","West Africa"
21,0.671274934598383,0.134930211203105,0.375350709600922,0.896974763060646,1.00107059491993,4500,2023,"MM.p.uw","West Africa"
